destinationIATA,isHub,isIntraEU
MAW,False,False
MBG,False,False
MBL,False,False
DXE,False,False
MBS,True,False
MBY,False,False
MCB,False,False
MCC,True,False
MCD,False,False
MCE,False,False
MCF,True,False
MCI,True,False
MCK,False,False
MCN,False,False
MCO,True,False
MCW,False,False
MDA,False,False
MDD,False,False
MDH,False,False
XMD,False,False
MDT,True,False
MDW,False,False
MDF,False,False
MXE,False,False
MEI,True,False
MEM,True,False
MER,True,False
MEV,False,False
UMZ,False,False
MFD,False,False
MFE,False,False
MFI,False,False
MFR,False,False
MFV,False,False
MGC,False,False
MGE,True,False
MGJ,False,False
MGM,False,False
MGR,False,False
MGW,False,False
MGY,False,False
MHE,False,False
MHK,False,False
MHL,False,False
MHR,False,False
MHT,False,False
MHV,False,False
MIA,True,False
MIB,True,False
MIE,False,False
MIT,False,False
MIV,False,False
MJX,False,False
MKC,False,False
MKE,True,False
MKG,False,False
MKL,False,False
MRK,False,False
MLB,False,False
MLC,False,False
MIQ,False,False
MLI,False,False
MLS,False,False
MLU,False,False
MMH,False,False
MMI,False,False
MML,False,False
MMS,False,False
MMT,False,False
MMU,False,False
MNM,False,False
MNN,False,False
MOB,True,False
MOD,False,False
MOT,False,False
RMY,False,False
MPJ,False,False
MPO,False,False
MPV,False,False
MPZ,False,False
MQB,False,False
MEO,False,False
CTH,False,False
MQY,False,False
MRB,True,False
MRC,False,False
MRF,False,False
MRN,False,False
MRY,False,False
MSL,False,False
MSN,False,False
MSO,False,False
MSP,True,False
MSS,False,False
MSV,False,False
MSY,False,False
MTC,True,False
MTH,False,False
MTJ,False,False
MTN,False,False
MTO,False,False
MTP,False,False
MTW,False,False
MUI,False,False
MUO,True,False
MUT,False,False
MVC,False,False
MVE,False,False
MVL,False,False
MVY,False,False
MWA,True,False
MWC,False,False
MWH,True,False
MWL,False,False
MWO,False,False
MXA,False,False
MXF,False,False
MYF,False,False
MYL,False,False
MYR,True,False
MYV,False,False
MZJ,False,False
MZZ,False,False
CTX,False,False
SXY,False,False
NBG,True,False
DGN,False,False
NEL,False,False
NEN,True,False
NEW,False,False
NFL,False,False
FWH,True,False
NGU,True,False
NHK,False,False
NHZ,True,False
NIP,True,False
NJK,True,False
NKX,True,False
NLC,True,False
NPA,False,False
NQA,True,False
NQI,True,False
NQX,False,False
NRB,True,False
NRS,False,False
NSE,False,False
NTD,True,False
NTU,True,False
NUQ,True,False
NUW,True,False
YUM,True,False
NZY,False,False
NVN,False,False
COA,False,False
ODC,False,False
EYR,False,False
OAJ,False,False
OAK,False,False
OAR,False,False
OBE,False,False
OCF,False,False
OCH,False,False
OCW,False,False
OEA,False,False
OEO,False,False
OFK,False,False
OGA,False,False
OGB,False,False
OGD,True,False
OGS,False,False
OIC,False,False
OJC,False,False
OCN,False,False
OKC,False,False
ODW,False,False
OKK,False,False
OKM,False,False
OKS,False,False
WGO,False,False
OLD,False,False
OLF,False,False
OLM,False,False
OLS,False,False
OLV,False,False
OMA,True,False
OMK,False,False
ONL,False,False
ONO,False,False
ONP,False,False
ONT,True,False
OPF,True,False
NCO,False,False
ORD,False,False
ORF,True,False
ORH,False,False
ORL,False,False
ESD,False,False
OSC,True,False
OSH,False,False
OSU,False,False
OTH,False,False
OTM,False,False
OUN,False,False
OVE,False,False
OWA,False,False
OWB,False,False
OWD,False,False
OWK,False,False
OCE,False,False
OXC,False,False
OXD,False,False
OXR,False,False
STQ,False,False
OZA,False,False
OZR,False,False
BSQ,False,False
PXL,False,False
GLB,False,False
HBK,False,False
CWX,False,False
PAE,False,False
PAH,False,False
PAM,True,False
PJB,False,False
PAO,False,False
PBF,False,False
PBG,True,False
PBI,True,False
PVL,False,False
PCD,False,False
PDK,False,False
PDT,False,False
PDX,False,False
PEQ,False,False
PGA,False,False
PGD,False,False
PGR,False,False
PGV,False,False
PHD,False,False
PHF,False,False
ADR,False,False
PHK,False,False
PHL,False,False
PHN,False,False
PHP,False,False
PHT,False,False
PHX,True,False
PIA,True,False
PIB,False,False
PIE,False,False
PIH,True,False
PIM,False,False
PIR,False,False
PIT,True,False
PKB,False,False
PKD,False,False
PKF,False,False
PLK,False,False
PLN,False,False
PLR,False,False
PMB,False,False
PMD,True,False
PMH,False,False
PPM,False,False
PWY,False,False
PNC,False,False
PNE,False,False
PNN,False,False
PNS,False,False
POB,False,False
POC,False,False
POE,False,False
POF,False,False
POU,False,False
POY,False,False
PPA,False,False
PPF,False,False
LPO,False,False
PQI,False,False
PGL,False,False
PRB,False,False
PRC,False,False
PRO,False,False
PRX,False,False
PSC,False,False
PSF,False,False
PSK,False,False
PSM,True,False
PSN,False,False
PGO,True,False
PSP,False,False
PSX,False,False
PTB,False,False
PTK,False,False
PTN,False,False
PTT,False,False
PTV,False,False
PTW,False,False
PUB,True,False
PUC,False,False
PUW,False,False
PVC,False,False
PVD,True,False
PVF,False,False
PVU,True,False
PVW,False,False
PWA,False,False
PWD,False,False
PWK,False,False
PWM,False,False
PWT,False,False
PYM,False,False
RAC,False,False
RAL,False,False
RAP,False,False
RBD,False,False
RBG,False,False
RBL,False,False
RBW,False,False
RCA,True,False
RCK,False,False
RCR,False,False
RCT,False,False
RDD,False,False
RDG,False,False
RDM,False,False
RDR,True,False
RDU,True,False
REO,False,False
RFD,True,False
RFG,False,False
RHI,False,False
RHV,False,False
RIC,False,False
RIL,False,False
RIV,False,False
RIW,False,False
RKD,False,False
RKP,False,False
RKS,False,False
RKW,False,False
RME,True,False
RMG,False,False
RNC,False,False
RND,True,False
RNO,False,False
RNT,False,False
ROA,False,False
ROC,True,False
ROG,False,False
ROW,True,False
ROX,False,False
RIE,False,False
RPX,False,False
WBR,False,False
RRL,False,False
RRT,False,False
RSL,False,False
RSN,False,False
RST,False,False
RSW,True,False
RTN,False,False
SRW,False,False
RUT,False,False
RED,False,False
RVS,False,False
RWF,False,False
RWI,False,False
RWL,False,False
RXE,False,False
RNZ,False,False
AHM,False,False
BDY,False,False
SUO,False,False
MDJ,False,False
PRZ,False,False
IDH,False,False
SAA,True,False
SAC,False,False
SAD,False,False
SAF,True,False
SAN,True,False
SAR,False,False
SAT,True,False
SAV,False,False
MQT,True,False
SBA,False,False
SBD,True,False
SBM,False,False
SBN,False,False
SBP,False,False
SBS,False,False
SBX,False,False
SBY,False,False
SCB,False,False
SCH,False,False
SCK,True,False
SDF,False,False
SCF,True,False
SDM,True,False
SDY,False,False
SEA,True,False
SEE,False,False
SEF,False,False
SEG,False,False
SEM,True,False
SEP,False,False
SER,False,False
SDX,False,False
SFB,False,False
SFF,False,False
SFM,False,False
SFO,False,False
SFZ,False,False
SGF,False,False
SGH,True,False
UST,False,False
SGR,True,False
SGT,False,False
SGU,True,False
SHD,False,False
SHN,False,False
SHR,False,False
SHV,False,False
SIK,False,False
SIV,False,False
SJC,False,False
SJN,False,False
SJT,False,False
SKA,True,False
SKF,True,False
TSM,False,False
SLB,False,False
SLC,False,False
SLE,False,False
SLG,False,False
SLK,False,False
SLN,False,False
SLO,False,False
SLR,False,False
SMD,False,False
SME,False,False
SMF,True,False
SMN,False,False
SMO,False,False
SUM,False,False
SMX,False,False
SNA,False,False
SNK,False,False
SNL,False,False
SNS,False,False
SNY,False,False
SOP,False,False
SOW,False,False
JPN,False,False
JRA,False,False
JRB,False,False
JUH,False,False
RSX,True,False
COP,False,False
CIL,False,False
KAE,True,False
KAK,False,False
KAQ,False,False
BKG,False,False
KBE,True,False
BID,False,False
KBT,False,False
KCC,False,False
KCL,False,False
KCN,False,False
KCR,False,False
KDP,False,False
KDQ,False,False
MDR,False,False
KEB,False,False
KEG,False,False
KEK,False,False
ERR,False,False
ESW,False,False
KEX,False,False
GAG,False,False
JDA,False,False
GFA,False,False
KGW,False,False
KGX,False,False
KGZ,False,False
KIB,True,False
KIQ,False,False
KKB,False,False
KKL,True,False
KKU,False,False
KMB,False,False
KMF,False,False
KMM,False,False
KMY,True,False
NHX,False,False
KOM,False,False
KOR,False,False
KOY,True,False
YJS,True,False
RGO,True,False
KPB,False,False
KPR,True,False
KPY,True,False
KQL,False,False
RQO,False,False
KRU,False,False
KAF,False,False
KBH,False,False
KBM,False,False
BWM,False,False
KDS,False,False
KDW,False,False
KDZ,False,False
VPG,False,False
KTJ,False,False
OSJ,False,False
OLG,False,False
HKR,False,False
ANA,False,False
OLX,False,False
KRV,False,False
KIU,False,False
LBK,False,False
LBN,False,False
LKU,False,False
MUM,False,False
KEZ,False,False
DSY,False,False
THP,False,False
KIL,False,False
KJX,False,False
KPE,False,False
KPL,False,False
QKA,False,False
JCJ,False,False
KRJ,False,False
SPA,False,False
SPF,False,False
SPG,False,False
SPI,True,False
SPS,True,False
SPW,False,False
SQI,False,False
SQL,False,False
SRQ,False,False
RUI,True,False
SSC,True,False
SSF,False,False
SSI,False,False
STC,False,False
STE,False,False
STJ,False,False
STK,False,False
STL,False,False
STP,False,False
STS,False,False
SUA,False,False
SUD,False,False
SUE,False,False
SUN,False,False
SUS,False,False
SUU,True,False
SUW,False,False
SUX,True,False
SVC,False,False
SVE,False,False
SVH,False,False
SVN,True,False
SWF,True,False
SWO,False,False
SWW,False,False
SYI,False,False
SYR,False,False
SYV,False,False
SZL,True,False
TBC,False,False
TAD,False,False
TBN,False,False
TBR,False,False
TCC,False,False
TCL,False,False
TCM,True,False
TCS,False,False
TDO,False,False
TDW,False,False
TDZ,False,False
TEB,False,False
TEX,False,False
THA,False,False
THM,False,False
THV,False,False
TIK,True,False
TIW,False,False
TIX,False,False
KNT,False,False
TLH,True,False
TLR,False,False
TMA,False,False
TMB,False,False
TNP,False,False
TNT,True,False
TNU,False,False
XSD,True,False
TOA,False,False
TOC,False,False
TOI,False,False
TOL,True,False
TOP,False,False
TOR,False,False
TPA,False,False
TPF,False,False
TPH,False,False
TPL,False,False
TRI,True,False
TKF,False,False
TRL,False,False
TRM,False,False
TSP,False,False
TTD,False,False
TTN,False,False
TUL,False,False
TUP,False,False
TUS,False,False
TVC,False,False
TVF,False,False
TVI,False,False
TVL,True,False
TWF,True,False
TXK,False,False
TYZ,False,False
TYR,False,False
TYS,True,False
BFG,False,False
NPH,False,False
RVR,False,False
PNU,False,False
ICS,False,False
UBS,False,False
UCY,False,False
UDD,False,False
UES,False,False
UGN,False,False
UIL,False,False
UIN,False,False
IKB,False,False
UKI,False,False
UKT,False,False
ULM,False,False
ATO,False,False
UNU,False,False
SCE,False,False
UOS,False,False
UOX,False,False
UTM,False,False
HTV,False,False
NPT,False,False
UVA,False,False
RKH,False,False
VAD,True,False
LLY,False,False
VBG,True,False
VCT,False,False
VCV,True,False
VDI,False,False
VEL,False,False
VGT,False,False
VHN,False,False
VIH,False,False
VIS,False,False
VJI,False,False
VKS,False,False
VLA,False,False
VLD,False,False
VNC,False,False
VNY,False,False
VOK,True,False
VPS,True,False
VPZ,False,False
VQQ,True,False
VRB,False,False
VSF,False,False
VTN,False,False
VYS,False,False
GTY,False,False
SQV,False,False
PGC,False,False
WAL,True,False
WAY,False,False
WBW,False,False
WDG,False,False
WDR,False,False
WHP,False,False
WJF,False,False
WLD,False,False
WLW,False,False
WMC,False,False
WRB,True,False
WRI,True,False
WRL,False,False
WST,False,False
WVI,False,False
WVL,False,False
WWD,False,False
WWR,False,False
WYS,True,False
KYO,False,False
XNA,True,False
WBK,False,False
YIP,False,False
YKM,False,False
YKN,False,False
YNG,False,False
ZPH,False,False
ZZV,False,False
TIA,True,False
BOJ,True,True
GOZ,True,True
PDV,True,True
SOF,True,True
VAR,True,True
ECN,True,True
LCA,True,True
PFO,True,True
AKT,True,True
DBV,True,True
OSI,True,True
PUY,True,True
RJK,True,True
BWK,False,True
SPU,True,True
ZAG,True,True
ZAD,False,True
ABC,True,True
ALC,True,True
LEI,True,True
OVD,False,True
ODB,False,True
BIO,False,True
RGS,False,True
BCN,True,True
BJZ,True,True
CDT,True,True
LCG,False,True
ILD,True,True
GRO,False,True
GRX,True,True
HSK,False,True
IBZ,True,True
XRY,False,True
MJV,False,True
LEN,False,True
RJL,False,True
MAD,True,True
AGP,True,True
MAH,True,True
OZP,True,True
PMI,True,True
PNA,False,True
REU,True,True
ROZ,True,True
SLM,True,True
EAS,False,True
SCQ,True,True
LEU,False,True
TOJ,True,True
VLC,False,True
VLL,True,True
VIT,True,True
VGO,False,True
SDR,False,True
ZAZ,True,True
SVQ,True,True
CQF,False,True
BYF,False,True
LTQ,False,True
AGF,False,True
BOD,True,True
EGC,False,True
CNG,True,True
LRH,False,True
PIS,False,True
MCU,False,True
LIG,True,True
NIT,False,True
TLS,True,True
PUF,True,True
LDE,True,True
ANG,False,True
PGX,False,True
BIQ,False,True
ZAO,False,True
LBI,False,True
DCM,False,True
RDZ,False,True
RYN,False,True
RCO,False,True
IDY,False,True
CMR,False,True
DLE,False,True
OBS,False,True
LPY,False,True
ETZ,True,True
ANE,False,True
BIA,True,True
CLY,False,True
FSC,True,True
AJA,True,True
PRP,False,True
SOZ,True,True
AUF,False,True
CMF,False,True
CFE,False,True
BOU,False,True
LYS,True,True
SYT,False,True
RNE,False,True
NCY,False,True
GNB,True,True
VAF,False,True
VHY,False,True
AUR,False,True
CHR,True,True
LYN,False,True
CEQ,False,True
EBU,False,True
CCF,False,True
MRS,True,True
NCE,True,True
PGF,False,True
CTT,False,True
MPL,True,True
BZR,False,True
AVN,False,True
MEN,False,True
BVA,False,True
EVX,True,True
LEH,False,True
XCR,True,True
URO,False,True
TUF,True,True
CET,False,True
LVA,False,True
ORE,False,True
LBG,False,True
CSF,False,True
CDG,True,True
TNF,False,True
ORY,False,True
POX,False,True
VIY,False,True
NVS,False,True
LIL,False,True
HZB,False,True
BES,False,True
CER,True,True
DNR,False,True
LBY,False,True
DOL,True,True
LRT,False,True
EDM,False,True
LDV,True,True
CFR,False,True
LME,False,True
RNS,False,True
LAI,False,True
UIP,False,True
NTE,True,True
SBK,False,True
MXN,False,True
VNE,False,True
SNR,False,True
BSL,False,True
DIJ,False,True
EPL,True,True
BVE,False,True
ENC,False,True
SXB,False,True
TLN,False,True
RZV,True,False
FNI,True,True
LTT,False,True
MQC,False,False
FSP,False,False
PYR,True,True
AXD,True,True
ATH,True,True
VOL,True,True
JKH,False,True
JIK,False,True
IOA,False,True
HER,True,True
KSO,True,True
KIT,False,True
EFL,True,True
KLX,True,True
KGS,False,True
AOK,False,True
CFU,False,True
KSJ,False,True
KVA,True,True
KZI,False,True
LRS,False,True
LXS,True,True
LRA,True,True
JMK,False,True
MJT,True,True
PAS,False,True
JTY,False,True
PVK,True,True
RHO,True,True
GPA,True,True
CHQ,True,True
JSI,False,True
SMI,False,True
JSY,False,True
JTR,False,True
JSH,False,True
SKU,True,True
SKG,True,True
ZTH,False,True
BUD,True,True
DEB,True,True
PEV,False,True
SOB,True,True
QAQ,False,True
CRV,False,True
BRI,True,True
FOG,False,True
TAR,True,True
LCC,False,True
PSR,True,True
BDS,False,True
SUF,True,True
CIY,True,True
CTA,True,True
LMP,False,True
PNL,False,True
PMO,False,True
REG,False,True
TPS,True,True
NSY,True,True
RAN,False,True
AHO,True,True
DCI,True,True
CAG,True,True
OLB,True,True
FNU,False,True
TTB,False,True
MXP,True,True
BGY,True,True
TRN,True,True
ALL,False,True
GOA,True,True
LIN,True,True
PMF,False,True
AOT,False,True
CUF,False,True
AVB,True,True
BZO,False,True
BLQ,True,True
TSF,True,True
FRL,True,True
VBS,True,True
TRS,True,True
RMI,True,True
VRN,True,True
AOI,True,True
VCE,True,True
SAY,False,True
CIA,False,True
FCO,True,True
QSR,False,True
EBA,False,True
NAP,True,True
PSA,True,True
FLR,False,True
GRS,True,True
PEG,False,True
LJU,True,True
MBX,True,True
POW,False,True
JCL,True,True
UHE,False,True
KLV,False,True
HRA,False,True
OSR,True,True
OLO,False,True
PED,True,True
PRV,True,True
PRG,False,True
BRQ,False,True
VOD,True,True
ZBE,False,True
TLV,True,False
BEV,False,False
HFA,False,False
RPN,False,False
MTZ,False,False
VTM,True,False
VDA,True,False
MIP,True,False
YOT,False,False
MLA,False,True
HOH,False,True
LOR,False,False
GRZ,True,True
INN,False,True
KLU,True,True
LNZ,False,True
SZG,True,True
VIE,True,True
AVR,True,True
SMA,False,True
BGC,False,True
BYJ,True,True
BGZ,False,True
CHV,False,True
CBP,False,True
CAT,False,True
FLW,False,True
FAO,True,True
GRW,False,True
HOR,False,True
TER,True,True
FNC,True,True
QLR,True,True
PDL,True,True
PIX,False,True
PRM,False,True
OPO,True,True
PXO,False,True
LIS,True,True
SJZ,False,True
VRL,False,True
VSE,False,True
BNX,True,False
OMO,False,False
SJJ,True,False
TZL,True,False
ARW,False,True
BCM,True,True
BAY,False,True
BBU,True,True
CND,True,True
CLJ,False,True
CSB,False,True
CRA,True,True
IAS,False,True
OMR,False,True
OTP,True,True
SBZ,True,True
SUJ,True,True
SCV,True,True
TCE,False,True
TGM,False,True
TSR,True,True
GVA,True,False
SIR,False,False
EML,True,False
LUG,False,False
BRN,False,False
BXO,False,False
ZRH,True,False
ACH,False,False
SMV,False,False
ESB,True,False
ANK,True,False
ADA,True,False
UAB,True,False
AFY,True,False
AYT,True,False
GZT,True,False
KYA,True,False
MZH,True,False
VAS,True,False
MLX,True,False
ASR,True,False
TJK,False,False
DNZ,True,False
NAV,True,False
ISL,True,False
BZI,True,False
BDM,True,False
CKZ,False,False
ESK,True,False
ADB,True,False
IGL,True,False
USQ,True,False
KCO,True,False
YEI,True,False
DLM,True,False
TEQ,True,False
BXN,False,False
AOE,True,False
EZS,True,False
DIY,True,False
ERC,True,False
ERZ,False,False
KSY,True,False
TZX,True,False
VAN,True,False
BAL,True,False
MSR,True,False
SXZ,False,False
KCM,False,False
AJI,True,False
ADF,True,False
MQM,True,False
IGD,True,False
ISE,True,False
EDO,True,False
BJV,True,False
GZP,False,False
SZF,True,False
SAW,True,False
IST,True,False
BZY,False,False
RMO,True,False
OHD,True,False
SKP,True,False
GIB,False,False
BEG,True,False
INI,True,False
TGD,True,False
TIV,True,False
BTS,True,True
KSC,True,True
PZY,False,True
SLD,False,True
TAT,True,True
ILZ,False,True
GDT,False,False
NCA,False,False
PLS,True,False
XSC,False,False
BRX,True,False
CBJ,False,False
JBQ,False,False
LRM,True,False
PUJ,True,False
POP,True,False
SDQ,True,False
STI,True,False
LIZ,True,False
CBV,False,False
GUA,True,False
PBR,True,False
PON,True,False
RUV,False,False
RER,False,False
GSJ,False,False
FRS,True,False
LCE,True,False
SAP,True,False
RTB,False,False
XPL,True,False
TGU,False,False
KIN,True,False
MBJ,True,False
KTP,False,False
ACA,False,False
NTR,False,False
AGU,False,False
HUX,True,False
CVJ,True,False
CME,False,False
CUL,False,False
CTM,False,False
CEN,False,False
CPE,True,False
CJS,True,False
CZA,True,False
CUU,False,False
CVM,False,False
CYW,False,False
CZM,True,False
DGO,True,False
TPQ,False,False
ESE,False,False
GDL,False,False
GYM,False,False
GUB,False,False
HMO,False,False
CLQ,False,False
SLW,False,False
IZT,False,False
JAL,False,False
AZP,False,False
LMM,False,False
BJX,True,False
LAP,True,False
LTO,False,False
MAM,False,False
MID,True,False
MXL,True,False
MLM,True,False
MTT,False,False
LOV,False,False
MEX,True,False
MTY,True,False
MZT,True,False
NLD,False,False
OAX,True,False
PAZ,False,False
PBC,True,False
PDS,False,False
UPN,False,False
PVR,True,False
PXM,False,False
QRO,True,False
REX,False,False
SJD,True,False
SFH,False,False
SLP,False,False
TRC,False,False
TIJ,True,False
TAM,False,False
TLC,True,False
TAP,False,False
CUN,True,False
VSA,False,False
VER,False,False
ZCL,True,False
ZIH,True,False
ZMM,False,False
ZLO,False,False
BEF,False,False
ECI,False,False
MGA,True,False
PUZ,True,False
MOS,False,False
BOC,False,False
CTD,False,False
CHX,False,False
DAV,True,False
ONX,True,False
PAC,False,False
RIH,False,False
SYP,False,False
PTY,True,False
TTQ,False,False
BAI,False,False
BCL,False,False
OTR,False,False
GLF,False,False
GPL,False,False
LIR,True,False
LSL,False,False
LIO,False,False
NOB,False,False
SJO,True,False
PMZ,False,False
SYQ,False,False
XQP,False,False
TOO,False,False
UPL,False,False
SAL,True,False
ILS,False,False
CYA,False,False
CAP,True,False
JAK,False,False
PAP,True,False
BCA,False,False
BWW,False,False
BYM,False,False
AVI,True,False
CCC,True,False
CFG,False,False
CYO,True,False
CMW,True,False
SCU,True,False
NBW,True,False
GAO,True,False
HAV,True,False
HOG,True,False
VRO,False,False
LCL,False,False
MOA,False,False
MZO,True,False
GER,True,False
UPB,False,False
SNU,True,False
SZJ,False,False
TND,False,False
VRA,True,False
VTU,False,False
CYB,False,False
GCM,False,False
KSP,False,False
KTB,False,False
OTK,False,False
KUP,False,False
KUX,False,False
KWF,True,False
KWP,True,False
KXA,False,False
BXY,True,False
USJ,False,False
KZF,False,False
LAC,False,False
KFZ,False,False
ROU,True,True
SZR,True,True
LCP,False,False
LSZ,False,True
RMU,True,True
CQM,True,True
TEV,True,True
DPE,False,True
BIC,False,True
OUI,False,True
MVV,False,True
AHZ,False,True
MFX,False,True
CVF,False,True
BAE,False,True
GAT,False,True
SCP,False,True
GFR,False,True
KZS,False,True
JKL,False,True
MLO,False,True
LGN,False,False
JNX,False,True
SPJ,False,True
BLX,False,True
UDN,False,True
LCV,False,True
ETM,True,False
EIY,False,False
LNC,False,False
LNM,False,False
LOM,False,False
CVU,False,True
GHV,True,True
GKD,False,False
KFS,False,False
ONQ,False,False
CII,False,False
KZR,True,False
OGU,True,False
NOP,False,False
GNY,True,False
NKT,True,False
YKO,True,False
HTY,True,False
LTF,False,False
MRA,True,False
UZC,True,False
BJY,False,False
KVO,False,False
LZG,True,False
DRU,False,False
UWA,False,False
MDS,False,False
PIC,False,False
AZS,True,False
COZ,False,False
MGP,False,False
AQB,False,False
MHN,False,False
GJA,False,False
TEA,False,False
TJI,False,False
MHY,False,False
OCJ,False,False
POT,False,False
MKN,False,False
MLQ,False,False
TZM,False,False
CNA,False,False
ACN,False,False
NCG,False,False
CJT,False,False
CUA,False,False
TCN,False,False
ISJ,False,False
LZC,False,False
NOG,False,False
PQM,True,False
NLU,True,False
TGZ,False,False
TSL,False,False
MMV,False,False
BZA,False,False
RNI,False,False
MNP,False,False
MPG,False,False
BLB,True,False
PDM,False,False
MPU,False,False
MPX,False,False
MQO,False,False
FON,False,False
JAP,False,False
DRK,False,False
PBP,False,False
PJM,False,False
TNO,False,False
TMU,False,False
MTX,False,False
USS,False,False
LYB,False,False
MWU,False,False
KTC,False,False
KVE,False,False
KWY,False,False
ATX,False,False
KZB,False,False
NBJ,False,False
LBH,False,False
LBM,False,False
LDW,False,False
LEO,False,False
LSO,False,True
LGE,False,False
DRP,False,False
LKC,False,False
LLH,False,False
KSW,False,False
LLL,False,False
LMV,False,False
LMZ,False,False
LNF,False,False
LWA,False,False
BCQ,False,False
DNF,False,False
QUB,False,False
IVG,False,False
LUE,False,True
POV,False,True
GLN,False,False
MAP,False,False
SLX,False,False
MDV,False,False
MEF,False,False
OHB,False,False
NKO,False,False
DOA,False,False
CMM,False,False
CTF,False,False
HUG,False,False
MGI,False,False
AAZ,False,False
LCF,False,False
AIM,False,False
AUL,False,False
BII,False,False
EBN,False,False
JAT,False,False
JEJ,False,False
LIK,False,False
LML,False,False
MAV,False,False
MJB,False,False
MJE,False,False
NDK,False,False
RNP,False,False
TIC,False,False
UIT,False,False
WJA,False,False
WTE,False,False
WTO,False,False
AHS,False,False
BHG,False,False
CAA,False,False
LUI,False,False
CYL,False,False
CDD,False,False
OAN,False,False
GAC,False,False
IRN,False,False
GUO,False,False
JUT,False,False
LEZ,False,False
PCH,False,False
PEU,False,False
RUY,False,False
TCF,False,False
SCD,False,False
UII,False,False
ORO,False,False
MIZ,False,False
MJJ,False,False
MJS,False,False
NEG,False,False
MIJ,False,False
HEB,False,False
HEH,False,False
MMC,False,False
MUG,False,False
PCO,False,False
TQO,False,False
MXW,False,False
RFS,False,False
NCR,False,False
SIU,False,False
WSP,False,False
MOH,False,False
MPI,False,False
JQE,False,False
PUE,False,False
PVE,False,False
NBL,False,False
PLD,False,False
FMG,False,False
CSC,False,False
NCT,False,False
RFR,False,False
IPZ,False,False
MRT,False,False
MSB,False,False
JEE,False,False
PAX,False,False
MTU,False,False
UMA,False,False
MJG,False,False
ICR,False,False
SNJ,False,False
FMT,False,False
MWR,False,False
XAL,False,False
ASD,False,False
TZN,False,False
MHH,False,False
SAQ,False,False
TCB,False,False
CCZ,False,False
GHC,False,False
BIM,False,False
GGT,False,False
ELH,False,False
GHB,True,False
NMC,False,False
RSD,False,False
TYM,False,False
FPO,True,False
IGA,False,False
SML,False,False
NAS,True,False
RCY,False,False
ZSA,True,False
BZE,True,False
AIT,False,False
RAR,False,False
NAN,True,False
SUV,False,False
LBS,False,False
TBU,True,False
HPA,False,False
VAV,False,False
QRW,False,False
TRW,False,False
TBF,False,False
IUE,False,False
WLS,False,False
APW,True,False
FTI,False,False
PPG,True,False
PPT,True,False
RUR,False,False
TUB,False,False
AAA,False,False
TIH,False,False
FAV,False,False
XMH,False,False
GMR,False,False
KKR,False,False
MKP,False,False
TKP,False,False
AXR,False,False
MVT,False,False
AHE,False,False
TKX,False,False
NHV,False,False
AUQ,False,False
BOB,False,False
RGI,False,False
HUH,False,False
MOZ,False,False
MAU,False,False
RFP,False,False
UCC,False,False
SON,False,False
VLI,True,False
TAH,False,False
KNQ,False,False
ILP,False,False
KOC,False,False
LIF,False,False
GEA,False,False
MEE,False,False
TOU,False,False
UVE,False,False
NOU,True,False
AKL,True,False
TUO,False,False
AMZ,False,False
ASG,False,False
CHC,False,False
CHT,False,False
DUD,False,False
GIS,False,False
GTN,False,False
HKK,False,False
HLZ,False,False
KBZ,False,False
KKE,False,False
KAT,False,False
ALR,False,False
MTA,False,False
MON,False,False
TEU,False,False
MRO,False,False
NPL,False,False
NPE,False,False
NSN,False,False
IVC,False,False
OHA,True,False
OAM,False,False
PMR,False,False
PPQ,False,False
ZQN,False,False
SZS,False,False
ROT,False,False
TRG,False,False
TIU,False,False
TWZ,False,False
BHE,False,False
WKA,False,False
WHK,False,False
WLG,False,False
WIR,False,False
WRE,False,False
WSZ,False,False
WAG,False,False
HEA,True,False
OAI,True,False
JAA,False,False
KBL,True,False
KDH,True,False
MMZ,False,False
MZR,True,False
UND,False,False
BAH,True,False
AHB,True,False
HOF,True,False
ABT,True,False
BHH,True,False
DMM,True,False
DWD,True,False
DHA,True,False
GIZ,True,False
ELQ,True,False
URY,True,False
HAS,True,False
QJB,True,False
JED,True,False
KMC,True,False
KMX,True,False
MED,True,False
EAM,True,False
AQI,True,False
AKH,True,False
RAH,True,False
RUH,True,False
RAE,True,False
SHW,True,False
AJF,True,False
TUU,True,False
TIF,True,False
TUI,True,False
WAE,True,False
EJH,True,False
YNB,True,False
ABD,False,False
DEF,True,False
AKW,False,False
GCH,False,False
QMJ,False,False
OMI,True,False
MRX,True,False
AWZ,True,False
AEU,True,False
BUZ,True,False
KNR,False,False
KIH,True,False
BDH,True,False
PGU,True,False
KHK,False,False
SXI,True,False
LVP,False,False
KSH,True,False
IIL,True,False
KHD,True,False
SDG,True,False
IFH,True,False
KKS,True,False
IFN,True,False
CQD,True,False
RAS,True,False
HDM,True,False
AJK,True,False
NUJ,True,False
IKA,True,False
THR,False,False
GZW,False,False
PYK,True,False
BND,True,False
JYR,False,False
KER,True,False
BXR,True,False
HDR,True,False
GSM,True,False
RJN,True,False
SYJ,True,False
XBJ,False,False
RUD,True,False
MHD,True,False
BJB,True,False
AFZ,True,False
TCX,True,False
KLM,False,False
GBT,True,False
BSM,False,False
NSH,False,False
RZR,False,False
SRY,True,False
FAZ,False,False
JAR,True,False
LRR,True,False
LFM,True,False
SYZ,True,False
YES,True,False
KHY,True,False
ADU,True,False
ACP,True,False
